,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,wqi
3535,28.0,6.8,6.6,183.0,1.75,5.41,3.0,89.54
3536,30.0,6.8,7.8,573.0,0.9,0.85,2.0,98.9
3537,22.5,6.8,7.2,653.0,1.0,0.1,11.0,93.28
3538,22.0,6.8,7.2,607.0,1.0,0.1,2.0,98.9
3539,22.0,6.8,7.3,674.0,1.0,0.1,2.0,98.9
3540,22.0,6.8,7.2,714.0,1.0,0.1,2.0,98.9
3541,24.0,6.8,7.8,816.0,1.0,0.1,8.0,93.28
3542,23.0,6.8,8.1,873.0,1.0,0.1,5.0,98.9
3543,25.5,6.8,7.8,952.0,1.0,0.1,18.0,93.28
3544,25.5,6.8,7.7,915.0,1.0,0.1,17.0,93.28
3545,25.5,6.8,7.7,462.0,1.0,0.1,17.0,93.28
3546,25.8,6.8,7.7,356.0,1.0,0.1,12.0,93.28
3547,23.0,6.8,8.0,59.0,1.0,0.1,21.0,94.18
3548,24.0,6.8,7.8,856.0,1.0,0.1,15.0,93.28
3549,24.0,6.8,7.7,637.0,1.0,0.1,12.0,93.28
3550,24.0,6.8,7.6,962.0,1.0,0.1,4.0,98.9
3551,23.5,6.8,7.9,511.0,1.0,0.1,10.0,93.28
3552,23.0,6.8,8.2,1015.0,1.0,0.1,25.0,93.28
3553,22.0,6.8,8.6,493.0,1.0,0.1,3.0,95.6
3554,22.0,6.8,8.1,524.0,1.0,0.1,14.0,93.28
3555,23.5,6.8,8.2,449.0,1.0,0.1,13.0,93.28
3556,23.0,6.8,7.4,548.0,1.0,0.1,11.0,93.28
3557,25.5,6.8,7.7,668.0,1.0,0.1,22.0,93.28
3558,23.5,6.8,8.1,574.0,1.0,0.1,6.0,93.28
3559,25.5,6.8,8.1,557.0,1.0,0.1,7.5,93.28
3560,23.0,6.8,7.2,795.0,1.0,0.1,11.0,93.28
3561,25.0,6.8,7.7,410.0,1.0,0.1,23.0,93.28
3562,26.0,6.8,7.7,440.0,1.0,0.1,50.0,93.28
3563,22.5,6.8,8.6,532.0,1.0,0.1,9.0,89.98
3564,23.0,6.8,8.0,826.0,1.0,0.1,7.0,93.28
3565,24.3,6.8,7.9,581.0,1.0,0.1,12.0,93.28
3566,28.0,6.8,7.5,672.0,1.0,0.1,17.0,93.28
3567,25.5,6.8,7.8,854.0,1.0,0.1,18.0,93.28
3568,25.8,6.8,7.7,558.0,1.0,0.1,16.0,93.28
3569,27.0,6.8,7.7,940.0,1.0,0.1,17.0,93.28
3570,25.0,6.8,7.5,572.0,1.0,0.1,14.0,93.28
3571,22.0,6.8,8.2,705.0,1.0,0.1,17.0,93.28
3572,22.0,6.8,7.4,730.0,1.0,0.1,11.0,93.28
3573,23.5,6.8,7.2,900.0,1.0,0.1,10.0,93.28
3574,27.3,6.8,7.7,686.0,1.0,0.1,19.0,93.28
3575,27.0,6.8,7.3,829.0,1.0,0.1,11.0,93.28
3576,24.5,6.8,8.0,633.0,1.0,0.1,9.5,93.28
3577,24.0,6.8,7.7,533.0,1.0,0.1,14.0,93.28
3578,23.0,6.8,8.0,409.0,1.0,0.1,7.0,93.28
3579,23.0,6.8,7.5,924.0,1.0,0.1,8.0,93.28
3580,25.5,6.8,7.8,836.0,1.0,0.1,8.0,93.28
3581,31.3,6.8,7.5,957.0,1.5,0.29,1600.0,82.0399999999999
3582,31.5,6.8,6.6,1187.0,2.05,0.41,1600.0,72.14
3583,32.0,6.8,7.9,1454.0,0.47,3.09,1600.0,82.0399999999999
3584,31.0,6.8,7.9,2090.0,1.55,0.15,1600.0,82.0399999999999
3585,28.0,6.8,7.4,636.0,0.25,0.18,1600.0,82.0399999999999
3586,28.0,6.8,7.2,992.0,0.4,0.14,1600.0,82.0399999999999
3587,31.5,6.8,7.6,1854.0,0.8,0.09,4.0,98.9
3588,29.5,6.8,7.8,1835.0,0.68,0.1,7.0,93.28
3589,28.5,6.8,7.9,1712.0,1.43,0.04,21.0,93.28
3590,31.0,6.8,8.2,1174.0,0.55,0.04,9.0,93.28
3591,27.5,6.8,7.8,872.0,0.95,0.1,1600.0,82.0399999999999
3592,26.0,6.8,7.5,1092.0,1.18,0.11,6.0,93.28
3593,28.5,6.8,7.0,943.0,0.95,0.05,1600.0,82.0399999999999
3594,27.5,6.8,7.2,2290.0,0.25,0.0,110.0,87.66
3595,27.5,6.8,7.8,981.0,0.85,0.04,4.0,98.9
3596,26.5,6.8,7.4,1380.0,0.18,0.11,1600.0,82.0399999999999
3597,25.5,6.8,7.8,2315.0,0.63,0.1,15.0,93.28
3598,26.5,6.8,7.8,1440.0,0.83,0.11,20.0,93.28
3599,28.5,6.8,8.3,1159.0,1.8,0.04,1600.0,82.0399999999999
3600,28.5,6.8,7.5,1874.0,0.3,0.04,1600.0,82.0399999999999
3601,29.5,6.8,8.2,2140.0,0.55,0.04,1.0,98.9
3602,28.0,6.8,7.7,376.0,0.35,0.17,1600.0,82.0399999999999
3603,29.5,6.8,7.1,610.0,0.48,0.02,1600.0,82.0399999999999
3604,27.5,6.8,7.1,388.0,0.55,0.07,1600.0,82.0399999999999
3605,29.3,6.8,7.6,631.0,0.4,0.13,1600.0,82.0399999999999
3606,29.0,6.8,6.6,123.0,0.83,0.13,1600.0,72.86
3607,26.0,6.8,7.3,624.0,0.3,1.46,1600.0,82.0399999999999
3608,28.0,6.8,8.3,1010.0,0.53,0.0,1600.0,82.0399999999999
3609,28.0,6.8,7.3,617.0,0.4,0.07,1600.0,82.0399999999999
3610,27.0,6.8,7.5,706.0,0.45,0.06,2.0,98.9
3611,24.5,6.8,6.5,170.0,2.15,0.16,960.0,72.68
3612,27.3,6.8,6.6,523.0,1.59,0.89,8.0,83.38
3613,28.0,6.8,6.6,459.0,1.2,0.46,1600.0,72.14
3614,25.0,6.8,6.8,755.0,2.28,0.08,23.0,89.98
3615,32.5,6.8,7.0,469.0,1.63,0.8,1600.0,82.0399999999999
3616,27.5,6.8,6.9,1077.0,1.15,0.17,1600.0,78.74
3617,26.5,6.8,6.7,283.0,0.86,2.53,1600.0,75.8
3618,26.3,6.8,7.5,1280.0,3.0,0.77,1600.0,82.0399999999999
3619,27.3,6.8,6.9,620.0,1.45,0.17,1600.0,78.74
3620,28.8,6.8,6.4,173.0,1.72,0.1,1600.0,66.08
3621,28.0,6.8,7.0,1249.0,1.18,2.62,23.0,93.28
3622,28.8,6.8,7.9,1381.0,0.88,0.28,1600.0,82.0399999999999
3623,13.3,10.5,7.9,172.0,0.3,0.1,778.0,82.58
3624,13.7,8.9,7.7,234.0,2.8,0.1,2000.0,82.4
3625,15.0,9.3,8.0,252.0,0.2,0.1,120.0,88.02
3626,16.7,9.1,7.8,232.0,0.2,0.1,153.0,88.02
3627,15.0,5.7,7.6,195.0,0.2,0.1,159.0,82.58
3628,17.0,7.9,7.4,221.0,0.3,1.2,45.0,93.82
3629,18.3,7.8,7.6,228.0,0.6,1.4,107.0,88.02
3630,18.3,7.6,7.5,232.0,0.7,1.4,350.0,88.02
3631,18.0,7.6,7.4,235.0,0.8,1.5,500.0,88.02
3632,18.0,7.4,7.4,262.0,1.0,2.1,567.0,82.4
3633,18.0,7.3,7.5,229.0,0.8,1.9,500.0,88.02
3634,18.0,7.0,7.6,271.0,0.9,1.9,450.0,88.02
3635,18.0,6.9,7.5,304.0,0.9,2.0,517.0,82.0399999999999
3636,18.0,7.0,7.5,289.0,0.9,1.6,350.0,88.02
3637,14.2,9.7,8.0,315.0,0.3,0.1,293.0,87.66
3638,14.2,9.8,8.0,300.0,0.4,0.1,667.0,82.4
3639,17.0,9.2,7.9,218.0,0.2,0.1,42.0,93.82
3640,17.3,8.8,7.7,265.0,0.0,1.0,35.0,93.64
3641,18.5,8.4,7.8,289.0,0.6,2.35,205.0,88.02
3642,18.7,7.6,7.7,431.0,1.6,2.8,1533.0,82.0399999999999
3643,18.5,7.8,7.5,290.0,0.9,2.2,483.0,88.02
3644,18.8,8.4,7.9,284.0,0.6,2.3,403.0,88.02
3645,19.0,5.9,7.4,388.0,2.9,1.73,3633.0,76.42
3646,18.7,6.5,7.6,280.0,1.7,1.2,450.0,88.02
3647,18.7,5.8,7.6,291.0,1.6,1.47,483.0,82.4
3648,18.0,5.4,7.4,461.0,2.5,2.33,567.0,76.42
3649,16.3,8.3,7.7,195.0,0.2,0.1,182.0,88.2
3650,16.0,7.2,7.6,268.0,0.4,1.2,35.0,93.64
3651,23.1,9.0,8.0,378.0,0.5,0.1,87.0,87.66
3652,21.0,9.4,8.0,756.0,1.5,0.1,334.0,87.66
3653,27.1,9.4,8.2,771.0,1.7,0.1,320.0,87.66
3654,21.0,7.4,7.9,455.0,1.9,0.1,188.0,87.66
3655,16.9,8.7,7.4,170.0,2.0,0.1,9.0,93.82
3656,19.4,6.0,6.6,59.0,5.4,0.1,551.0,68.36
3657,19.9,8.5,7.5,203.0,2.6,0.73,3361.0,82.58
3661,29.7,7.9,8.2,718.0,2.3,2.4,2233.0,82.0399999999999
3662,25.5,7.9,8.2,563.0,2.2,2.33,3925.0,82.0399999999999
3663,23.2,8.0,8.0,382.0,1.9,0.69,779.0,82.0399999999999
3664,24.0,6.8,7.8,389.0,2.9,0.86,2900.0,82.0399999999999
3665,23.4,7.6,8.0,406.0,2.2,0.65,1989.0,82.0399999999999
3667,23.0,8.6,7.8,264.0,2.2,0.1,1250.0,82.4
3668,26.3,7.9,7.9,354.0,2.5,1.77,2960.0,82.0399999999999
3669,26.6,7.9,8.0,379.0,2.6,1.88,3800.0,82.0399999999999
3670,22.5,8.6,7.7,244.0,2.1,0.1,983.0,82.4
3671,23.9,8.3,7.8,280.0,2.3,0.1,3200.0,82.4
3672,25.0,8.5,8.1,356.0,2.2,0.1,1350.0,82.0399999999999
3673,27.0,6.2,7.9,1016.0,3.7,4.97,528.0,77.36
3674,27.0,8.3,7.8,452.0,3.0,3.2,123.0,87.66
3675,27.4,7.8,7.6,328.0,1.5,3.45,87.0,87.66
3676,26.8,7.8,7.6,331.0,1.9,1.52,263.0,87.66
3677,28.0,7.6,7.5,369.0,2.4,0.78,100.0,87.66
3678,27.0,7.8,7.5,418.0,2.7,0.75,59.0,87.66
3679,23.0,8.0,8.3,411.0,2.0,0.1,355.0,87.66
3680,27.5,7.8,7.8,416.0,3.0,2.98,171.0,87.66
3681,26.3,7.0,8.2,668.0,2.0,1.06,220.0,87.66
3682,27.7,7.6,8.0,413.0,2.0,0.65,280.0,87.66
3683,29.0,5.9,8.1,318.0,1.3,0.29,13.0,87.66
3684,27.1,5.9,8.3,506.0,3.3,0.5,91.0,77.36
3685,20.4,7.9,7.7,607.0,1.9,0.39,1600.0,82.0399999999999
3686,27.3,5.5,8.0,479.0,1.3,0.5,12.0,87.66
3687,14.8,8.2,7.7,510.0,1.4,0.25,1600.0,82.0399999999999
3688,26.4,7.8,7.4,259.0,1.7,0.28,118.0,88.02
3689,25.0,7.3,8.2,979.0,7.0,1.11,1600.0,72.68
3690,24.9,7.0,8.2,914.0,5.0,1.34,1600.0,77.36
3691,25.5,6.3,8.3,1057.0,8.0,1.23,1600.0,72.68
3692,19.0,8.1,7.4,294.0,1.7,0.1,488.0,88.02
3693,24.0,7.7,7.4,647.0,1.7,0.35,1600.0,82.0399999999999
3694,25.0,7.8,8.1,735.0,1.2,0.3,1600.0,82.0399999999999
3695,22.8,8.4,7.9,231.0,2.1,0.1,1167.0,82.4
3696,24.3,7.9,8.1,374.0,2.2,0.1,1575.0,82.0399999999999
3697,20.3,7.9,8.2,216.0,1.5,0.1,213.0,88.2
3698,23.5,6.6,6.3,59.0,2.4,0.1,1600.0,66.44
3699,21.7,7.2,7.2,59.0,2.2,0.1,1600.0,82.94
3700,22.6,7.1,7.3,59.0,2.0,0.1,1600.0,82.94
3701,21.3,7.7,7.2,59.0,1.6,0.1,1600.0,82.94
3702,25.0,5.6,6.0,59.0,3.2,0.1,2400.0,56.14
3703,22.2,6.2,6.3,59.0,4.0,0.1,1600.0,61.76
3704,20.4,7.5,6.9,59.0,1.5,0.1,1600.0,79.64
3705,21.0,6.5,7.0,193.0,1.26,0.1,794.0,82.58
3706,22.0,7.2,7.2,211.0,1.58,0.16,425.0,88.2
3707,23.0,6.4,7.3,161.0,1.52,0.1,754.0,82.58
3708,23.0,7.6,7.3,135.0,1.37,0.11,1629.0,82.7599999999999
3711,25.0,7.6,7.3,146.0,1.78,0.15,1277.0,82.7599999999999
3712,27.0,8.5,7.6,148.0,0.87,0.1,820.0,82.7599999999999
3713,28.0,7.6,7.1,173.0,2.03,0.13,1610.0,82.58
3714,24.0,7.0,8.2,161.0,0.9,4.48,1600.0,82.58
3715,24.0,6.7,7.9,128.0,1.0,4.58,1600.0,82.7599999999999
3716,25.0,7.2,7.9,130.0,0.8,4.1,1600.0,82.7599999999999
3717,23.0,4.5,7.5,172.0,1.6,4.05,1600.0,71.34
3718,26.0,6.4,7.8,145.0,1.2,3.93,1600.0,82.7599999999999
3719,23.0,7.4,7.6,192.0,1.7,0.13,913.0,82.58
3720,25.0,5.3,7.0,202.0,1.3,5.33,1600.0,76.96
3721,20.0,5.8,8.3,249.0,1.0,3.9,1600.0,76.78
3722,24.0,7.0,8.1,95.0,0.6,4.18,1600.0,82.7599999999999
3723,19.0,9.1,7.1,81.0,1.65,0.15,91.0,88.38
3724,22.0,7.1,7.0,229.0,1.25,0.18,424.0,88.02
3725,23.0,6.6,6.9,354.0,1.53,0.33,500.0,84.36
3726,25.0,6.9,7.1,403.0,1.75,0.25,500.0,87.66
3727,26.0,7.1,6.9,235.0,4.07,0.2,181.0,80.04
3728,31.0,7.5,7.9,243.0,0.93,0.13,2330.0,82.4
3729,23.0,6.8,6.8,161.0,2.1,0.1,860.0,79.28
3730,21.0,8.3,7.3,87.0,0.98,0.1,575.0,82.7599999999999
3731,29.0,6.7,7.1,181.0,2.33,0.1,1703.0,82.58
3732,27.0,7.8,7.6,104.0,2.28,0.2,1508.0,82.7599999999999
3734,22.0,7.4,6.6,152.0,2.3,0.15,545.0,72.68
3735,21.0,6.5,7.0,161.0,2.67,0.3,220.0,88.2
3736,22.0,9.3,7.3,165.0,1.1,0.1,1110.0,82.58
3737,22.0,5.9,7.2,196.0,1.63,0.1,913.0,76.96
3738,22.0,8.1,7.3,202.0,2.15,0.13,638.0,82.58
3739,17.0,7.2,7.6,162.0,0.88,0.1,940.0,82.58
3740,28.0,8.1,7.3,186.0,3.15,0.13,1243.0,77.9
3741,16.0,7.5,7.7,187.0,1.35,0.1,1783.0,82.58
3742,28.0,10.4,6.5,238.0,2.45,2.6,221.0,78.12
3743,28.0,11.0,6.7,258.0,3.01,2.9,258.0,76.74
3744,28.0,10.6,6.6,262.0,3.11,3.0,277.0,73.44
3745,28.0,10.7,6.5,267.0,3.23,3.1,290.0,73.44
3746,28.0,10.4,6.5,253.0,2.52,2.6,221.0,78.12
3747,28.0,10.8,6.5,253.0,2.52,2.7,215.0,78.12
3748,28.0,11.0,6.6,258.0,2.63,2.6,204.0,78.12
3749,28.0,11.1,6.5,258.0,2.77,2.6,224.0,78.12
3750,28.0,10.9,6.4,251.0,2.9,2.8,237.0,71.52
3751,22.0,6.5,6.8,205.0,2.2,0.1,600.0,79.28
3752,23.0,6.1,7.1,172.0,1.23,0.1,770.0,82.58
3753,28.0,6.8,6.6,44.0,2.0,0.1,330.0,78.66
3754,21.0,8.2,7.0,96.0,1.53,0.1,467.0,88.38
3755,21.0,8.0,7.1,108.0,1.6,0.1,101.0,88.38
3756,24.0,8.1,7.4,133.0,1.2,0.1,463.0,88.38
3757,29.0,7.8,7.2,107.0,1.1,0.1,607.0,82.7599999999999
3758,29.0,6.9,7.1,137.0,0.5,0.1,840.0,82.7599999999999
3759,28.0,6.9,7.0,125.0,1.6,0.1,1.0,99.62
3760,26.0,7.8,7.6,508.0,1.4,0.5,76.0,87.66
3761,26.0,5.7,8.2,516.0,0.8,0.5,19.0,87.66
3762,24.0,9.6,8.3,338.0,2.4,0.1,3.0,98.9
3763,24.0,9.4,8.2,346.0,2.3,0.1,3.0,98.9
3764,25.0,9.1,8.5,435.0,3.1,0.3,11.0,88.6
3765,25.0,9.7,8.3,589.0,3.2,0.3,11.0,88.6
3766,25.0,11.0,8.4,337.0,2.5,0.1,4.0,98.9
3767,26.0,9.2,8.3,390.0,1.8,0.2,4.0,98.9
3768,26.0,8.1,8.3,546.0,2.8,0.3,28.0,93.28
3769,23.0,10.8,8.2,370.0,3.7,0.1,4.0,94.22
3770,26.0,7.3,8.3,459.0,2.6,0.1,4.0,98.9
3771,28.0,7.2,8.2,405.0,1.0,1.3,1600.0,82.0399999999999
3772,25.0,7.0,8.2,360.0,1.0,1.0,1600.0,82.0399999999999
3773,27.0,7.1,8.3,667.0,1.0,0.9,1600.0,82.0399999999999
3774,25.0,7.4,7.8,423.0,1.0,1.0,1600.0,82.0399999999999
3775,27.0,7.9,8.3,374.0,2.5,0.5,80.0,87.66
3776,30.0,7.8,8.3,708.0,3.5,0.6,290.0,82.98
3777,28.0,8.2,8.4,593.0,3.0,0.3,15.0,93.28
3778,29.0,5.1,7.9,403.0,5.6,0.4,200.0,77.36
3779,29.0,7.1,7.9,1065.0,8.0,1.4,24.0,83.92
3780,25.0,6.8,7.5,301.0,1.6,0.5,241.0,87.66
3781,27.0,7.0,7.8,399.0,3.1,0.9,1035.0,77.36
3782,24.0,6.8,7.6,369.0,2.0,1.1,161.0,87.66
3783,26.0,7.8,7.6,328.0,1.9,0.4,147.0,87.66
3784,28.0,6.9,7.6,369.0,2.4,0.9,421.0,87.66
3785,26.0,8.0,7.5,372.0,3.2,0.4,411.0,82.98
3786,26.0,7.3,8.0,309.0,1.0,0.8,1600.0,82.0399999999999
3787,28.0,7.7,7.7,243.0,0.8,0.6,47.0,93.64
3788,27.0,7.6,7.9,255.0,1.1,0.8,149.0,88.02
3789,28.0,7.5,7.7,257.0,0.9,0.8,90.0,88.02
3790,25.0,6.8,7.6,329.0,1.2,1.0,77.0,87.66
3791,26.0,7.8,7.7,252.0,0.9,0.6,57.0,88.02
3792,25.0,7.8,7.7,285.0,1.2,0.6,112.0,88.02
3793,26.0,8.0,7.7,285.0,1.1,0.2,90.0,88.02
3794,26.0,8.9,8.0,285.0,1.9,0.5,4.0,99.2599999999999
3795,25.0,9.4,8.0,294.0,2.1,0.5,13.0,93.64
3796,26.0,8.4,7.9,305.0,1.3,0.7,16.0,93.28
3797,27.0,7.8,8.0,323.0,1.9,3.0,498.0,87.66
3798,25.0,6.3,7.0,458.0,1.0,0.5,80.0,87.66
3799,27.0,7.8,7.6,319.0,1.0,0.6,65.0,87.66
3800,28.0,6.8,7.9,693.0,2.2,1.0,427.0,87.66
3801,24.0,6.8,7.5,433.0,1.6,1.1,274.0,87.66
3802,25.0,6.8,7.6,382.0,1.7,0.7,530.0,82.0399999999999
3803,25.0,8.0,7.5,356.0,1.0,0.5,75.0,87.66
3804,28.0,7.5,7.6,385.0,1.1,1.2,154.0,87.66
3805,26.0,7.6,7.5,490.0,1.4,1.0,178.0,87.66
3806,26.0,7.6,7.7,397.0,1.3,1.1,163.0,87.66
3807,31.0,6.2,8.3,493.0,8.3,0.7,25.0,83.92
3808,28.0,6.4,8.1,465.0,6.9,0.8,19.0,83.92
3809,31.0,6.6,8.2,467.0,6.6,0.8,21.0,83.92
3811,28.0,6.2,7.8,325.0,6.0,1.5,26.0,88.6
3812,31.0,6.1,8.4,300.0,6.3,0.5,26.0,84.28
3813,29.0,6.6,8.2,507.0,6.3,0.5,30.0,83.92
3814,27.0,6.9,8.0,382.0,2.9,0.1,93.0,87.66
3815,23.0,4.9,7.2,896.0,8.0,1.4,310.0,67.06
3816,28.0,7.1,7.9,269.0,2.1,1.4,169.0,88.02
3817,28.0,7.6,7.7,252.0,2.3,1.7,61.0,88.02
3818,28.0,7.6,7.9,337.0,2.3,2.2,127.0,87.66
3819,28.0,7.3,7.9,334.0,2.4,2.5,115.0,87.66
3820,28.0,7.0,8.0,287.0,0.6,1.5,20.0,93.64
3821,28.0,4.8,7.9,211.0,0.7,1.6,30.0,82.58
3822,28.0,7.0,7.9,202.0,0.5,1.3,23.0,93.82
3823,23.0,7.4,7.6,191.0,2.0,1.2,90.0,88.2
3824,25.0,7.5,8.0,161.0,1.3,0.2,1600.0,82.58
3825,27.0,8.0,7.8,162.0,1.5,0.4,1863.0,82.58
3826,27.0,8.0,7.8,157.0,1.0,0.5,1550.0,82.58
3827,27.0,7.6,7.4,179.0,1.7,0.3,2200.0,82.58
3828,26.0,7.8,8.2,171.0,0.9,0.5,2050.0,82.58
3829,28.0,8.6,7.9,161.0,0.8,0.6,890.0,82.58
3830,29.0,8.2,7.7,167.0,1.2,0.5,1513.0,82.58
3831,25.0,7.5,7.5,317.0,1.1,0.5,280.0,87.66
3832,24.0,7.6,7.5,325.0,1.1,0.5,264.0,87.66
3833,27.0,7.6,8.0,463.0,2.5,1.8,160.0,87.66
3834,28.0,7.8,7.9,262.0,2.3,1.7,132.0,88.02
3835,24.0,7.7,7.5,337.0,1.0,0.5,248.0,87.66
3836,24.0,7.7,7.5,377.0,1.3,0.7,167.0,87.66
3837,25.0,7.4,7.9,465.0,2.6,2.1,94.0,87.66
3838,26.0,6.8,7.2,59.0,1.9,1.5,207.0,88.56
3839,29.0,7.0,8.2,166.0,0.7,1.5,27.0,93.82
3840,27.0,6.6,7.8,237.0,1.3,1.7,240.0,88.02
3841,23.0,7.3,7.4,169.0,1.9,1.1,75.0,88.2
3842,23.0,7.4,7.7,170.0,2.1,1.2,97.0,88.2
3843,26.0,8.2,7.7,134.0,1.1,0.2,1363.0,82.7599999999999
3844,25.0,8.1,7.6,147.0,1.2,0.3,2538.0,82.7599999999999
3845,25.0,7.8,7.7,154.0,1.2,0.4,1413.0,82.58
3846,26.0,7.6,7.8,166.0,1.4,1.3,1988.0,82.58
3847,29.0,7.8,7.9,170.0,1.3,0.3,1400.0,82.58
3848,27.0,8.0,7.8,149.0,1.3,0.3,3167.0,82.7599999999999
3850,25.0,8.1,7.9,211.0,1.6,0.8,2075.0,82.58
3851,27.0,8.5,7.7,151.0,1.3,0.7,1525.0,82.58
3852,30.0,8.3,7.9,122.0,1.2,0.5,1325.0,82.7599999999999
3853,30.0,7.9,7.8,127.0,1.5,0.3,1900.0,82.7599999999999
3854,31.0,8.3,8.2,254.0,1.4,0.4,1835.0,82.4
3855,29.0,7.8,7.6,130.0,1.6,0.4,2500.0,82.7599999999999
3856,28.0,8.4,7.6,182.0,1.6,0.3,2167.0,82.58
3857,27.0,7.6,7.1,59.0,2.1,0.1,1313.0,82.94
3858,25.0,8.1,7.2,59.0,1.3,0.1,1200.0,82.94
3859,24.0,8.0,6.9,59.0,1.6,0.1,1500.0,79.64
3860,26.0,7.7,6.9,59.0,2.1,0.1,1275.0,79.64
3861,26.0,7.9,7.3,59.0,2.7,0.1,1300.0,82.94
3862,28.0,8.2,7.9,114.0,1.7,0.8,1447.0,82.7599999999999
3863,30.0,7.3,7.8,108.0,1.1,0.8,3133.0,82.7599999999999
3864,29.0,7.4,7.8,125.0,1.5,0.9,3100.0,82.7599999999999
3865,26.5,7.6,7.7,235.0,1.4,0.93,2567.0,82.4
3866,26.0,6.3,6.7,59.0,1.1,0.1,750.0,76.34
3867,25.9,7.3,7.1,59.0,5.4,0.1,2125.0,78.26
3868,27.0,7.8,7.0,59.0,0.8,0.1,1500.0,82.94
3869,24.5,6.4,6.9,59.0,5.4,0.1,2100.0,74.96
3870,29.5,6.7,7.2,300.0,1.3,0.1,815.0,82.4
3871,26.0,7.4,6.7,59.0,0.6,0.1,1500.0,76.34
3872,29.0,6.5,7.6,841.0,4.5,0.5,270.0,82.98
3873,26.0,5.6,7.9,249.0,6.5,1.8,19.0,78.66
3874,25.0,6.5,7.9,556.0,6.7,2.5,14.0,83.92
3875,26.0,6.0,7.7,424.0,6.9,1.9,27.0,83.92
3876,25.0,6.7,7.9,463.0,4.1,2.3,13.0,88.6
3877,26.0,4.2,7.9,574.0,8.4,2.2,34.0,72.68
3878,27.0,6.6,7.7,334.0,6.4,1.4,67.0,78.3
3879,27.0,5.8,7.7,436.0,8.8,1.7,43.0,78.3
3880,27.0,6.9,7.9,252.0,4.4,1.2,13.0,88.96
3881,29.0,6.8,7.6,590.0,4.2,0.4,283.0,82.98
3882,29.0,6.5,7.4,524.0,5.3,0.4,291.0,82.98
3883,29.0,6.5,7.6,686.0,4.7,1.2,238.0,82.98
3884,25.0,6.7,7.6,753.0,4.2,0.3,234.0,82.98
3885,26.0,6.7,7.9,464.0,3.9,0.5,279.0,82.98
3886,27.0,6.8,8.0,486.0,3.9,0.4,274.0,82.98
3887,29.0,6.6,7.5,613.0,4.3,0.5,278.0,82.98
3888,25.0,4.3,7.7,456.0,1.8,1.1,1600.0,70.8
3889,25.0,8.5,8.1,471.0,1.8,0.1,401.0,87.66
3890,26.0,7.7,8.1,504.0,2.3,0.1,1112.0,82.0399999999999
3891,26.0,7.7,8.0,540.0,3.0,0.3,1402.0,82.0399999999999
3892,25.0,8.4,8.2,523.0,2.0,0.2,1112.0,82.0399999999999
3893,25.0,7.7,8.0,491.0,1.5,0.1,1616.0,82.0399999999999
3894,26.0,7.0,7.9,239.0,1.1,0.2,408.0,88.02
3895,26.0,6.5,7.9,240.0,0.6,0.2,292.0,88.02
3896,25.0,9.1,8.3,493.0,1.8,0.3,556.0,82.0399999999999
3897,25.0,7.4,7.8,228.0,0.8,0.5,1817.0,82.4
3898,25.0,4.9,7.9,307.0,2.1,0.5,2550.0,70.8
3899,25.0,4.7,6.9,353.0,1.9,0.9,3133.0,67.5
3900,24.0,6.75,7.7,236.0,1.1,0.8,139.0,88.02
3903,24.0,6.6,7.4,290.0,1.4,1.0,705.0,82.4
3905,27.0,7.8,7.5,59.0,1.4,0.1,28.0,94.18
3906,29.0,7.8,7.6,59.0,1.4,0.1,51.0,88.56
3907,27.0,7.6,7.4,59.0,1.2,0.1,8.0,94.18
3908,23.0,4.3,8.1,266.0,1.3,0.6,1600.0,71.16
3909,22.0,2.8,7.4,549.0,6.8,3.9,1600.0,44.58
3910,23.0,4.5,8.0,287.0,1.4,0.5,506.0,71.16
3911,28.0,8.0,8.0,608.0,2.4,0.4,1436.0,82.0399999999999
3912,25.0,6.3,7.7,215.0,3.8,0.2,181.0,83.52
3913,25.0,8.0,8.1,440.0,1.5,0.2,206.0,87.66
3914,24.0,5.6,7.5,445.0,8.1,2.0,192.0,72.68
3915,22.0,6.1,7.8,359.0,6.3,1.9,180.0,78.3
3916,27.0,5.4,7.6,1239.0,9.5,1.5,400.0,72.68
3917,23.0,6.8,7.7,418.0,1.7,1.2,608.0,82.0399999999999
3918,23.0,6.8,7.6,465.0,1.8,1.5,305.0,87.66
3919,27.0,5.4,7.7,445.0,8.1,0.6,390.0,72.68
3920,30.0,5.7,7.8,517.0,6.9,0.9,107.0,72.68
3921,29.0,5.4,7.7,555.0,8.1,1.1,205.0,72.68
3922,24.0,6.4,8.2,319.0,6.3,0.7,143.0,78.3
3923,27.0,4.0,8.3,437.0,7.8,0.6,500.0,61.44
3924,25.0,5.8,7.7,410.0,6.6,0.7,192.0,72.68
3925,22.0,5.8,7.8,775.0,6.8,0.5,227.0,72.68
3926,29.0,5.5,7.7,636.0,7.9,0.6,390.0,72.68
3927,21.0,6.2,7.5,438.0,6.1,1.2,138.0,78.3
3928,21.0,5.4,7.5,466.0,8.2,1.0,212.0,72.68
3929,30.0,5.2,7.8,797.0,8.7,1.1,625.0,67.06
3930,26.0,5.5,7.8,699.0,7.7,2.4,462.0,72.68
3931,25.0,4.4,7.9,268.0,1.6,0.8,236.0,76.78
