,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,wqi
3932,26.0,7.0,7.7,88.0,1.4,0.6,1740.0,82.7599999999999
3933,28.0,6.3,6.7,421.0,2.25,1.53,139.0,81.06
3934,23.0,6.1,7.0,445.0,2.5,1.32,138.0,87.66
3935,21.0,5.7,8.1,358.0,8.73,0.12,663.0,67.06
3936,19.0,5.8,8.3,451.0,9.73,0.13,958.0,67.06
3937,19.0,5.5,8.1,358.0,9.2,0.12,1229.0,67.06
3938,20.0,6.4,8.0,90.0,6.78,0.13,137.0,79.02
3939,22.0,6.0,8.1,216.0,7.94,0.14,617.0,73.22
3940,22.0,6.4,6.9,445.0,2.4,1.3,128.0,84.36
3941,28.0,6.7,6.7,608.0,2.27,1.07,124.0,81.06
3942,28.0,7.5,8.2,527.0,1.38,0.42,472.0,87.66
3943,28.0,7.7,8.3,715.0,1.35,0.3,446.0,87.66
3944,27.0,7.2,8.4,837.0,1.74,0.37,2927.0,82.0399999999999
3945,33.0,7.5,8.1,727.0,3.05,2.48,145.0,82.98
3946,30.0,6.3,8.1,731.0,2.05,2.02,164.0,87.66
3947,26.0,7.3,7.9,575.0,2.65,0.82,1198.0,82.0399999999999
3948,27.0,3.9,7.9,602.0,1.83,0.8,526.0,65.18
3949,28.0,7.9,7.9,522.0,1.45,0.98,3075.0,82.0399999999999
3951,28.0,7.5,7.9,528.0,1.33,0.92,2700.0,82.0399999999999
3952,24.0,6.4,7.0,442.0,2.2,1.3,205.0,87.66
3953,22.0,6.2,6.9,311.0,2.46,1.2,121.0,84.36
3954,21.0,6.4,7.1,711.0,2.23,1.2,133.0,87.66
3955,21.0,5.9,7.0,186.0,2.78,1.4,218.0,82.58
3956,25.0,5.1,7.7,626.0,10.1,0.2,606.0,67.06
3957,25.0,5.3,7.7,444.0,9.6,0.2,508.0,67.06
3958,30.0,5.9,8.2,833.0,8.4,0.2,994.0,67.06
3959,30.0,5.9,8.1,1245.0,10.0,0.2,920.0,67.06
3961,29.0,6.4,7.5,323.0,1.73,4.0,3450.0,82.0399999999999
3962,29.0,6.78,8.2,345.0,0.35,3.1,516.0,82.0399999999999
3963,25.0,6.22,8.1,348.0,7.93,0.1,746.0,72.68
3964,19.0,6.17,8.0,349.0,7.17,0.1,704.0,72.68
3965,26.0,7.25,7.9,252.0,1.88,0.2,71.0,88.02
3966,26.0,7.86,8.1,264.0,1.74,0.2,62.0,88.02
3967,25.0,7.23,8.0,1046.0,2.6,2.8,1425.0,82.0399999999999
3968,26.0,6.75,7.6,1032.0,2.93,1.5,1475.0,82.0399999999999
3969,26.0,6.63,7.1,199.0,1.89,0.2,114.0,88.2
3970,25.0,5.6,7.6,345.0,1.8,0.3,140.0,82.04
3971,22.0,6.75,7.0,94.0,1.55,0.2,1177.0,82.7599999999999
3972,25.0,4.86,7.2,340.0,3.56,0.3,843.0,66.12
3973,26.0,5.7,7.5,304.0,2.31,0.2,249.0,82.04
3974,28.0,7.59,8.0,485.0,1.68,5.3,163.0,87.66
3975,28.0,8.95,8.1,630.0,1.5,0.9,2550.0,82.0399999999999
3976,28.0,8.65,8.1,628.0,1.6,0.9,2550.0,82.0399999999999
3977,27.0,5.9,8.1,1121.0,8.57,0.1,625.0,67.06
3978,30.0,5.63,8.3,1036.0,8.65,0.1,1250.0,67.06
3979,25.0,7.12,7.8,839.0,3.08,2.5,1266.0,77.36
3980,25.0,7.0,8.0,711.5,3.1,2.5,1250.0,77.36
3981,21.0,7.3,7.8,326.0,1.9,0.3,1800.0,82.0399999999999
3982,26.0,6.2,7.7,1060.0,2.75,2.4,861.0,82.0399999999999
3983,25.5,7.3,7.9,928.0,3.2,2.3,1050.0,77.36
3984,29.9,8.3,7.9,427.0,1.9,0.87,2542.0,82.0399999999999
3985,24.6,7.3,7.4,794.0,2.83,1.33,1025.0,82.0399999999999
3986,24.1,7.3,7.5,56.0,1.0,0.33,960.0,82.94
3987,26.4,7.2,7.7,94.0,1.0,0.57,1391.0,82.7599999999999
3988,27.3,7.7,8.3,231.0,1.0,0.69,951.0,82.4
3989,27.5,8.5,8.3,255.0,1.0,0.58,1123.0,82.4
3990,27.6,7.2,8.1,263.0,1.08,0.73,1600.0,82.4
3991,28.0,8.0,8.3,324.0,1.0,0.53,1600.0,82.0399999999999
3992,25.2,6.4,7.9,404.0,1.41,0.22,426.0,87.66
3993,26.8,6.7,7.6,374.0,1.57,0.27,878.0,82.0399999999999
3994,27.1,6.2,7.8,510.0,1.59,0.24,1203.0,82.0399999999999
3995,26.9,5.0,7.3,559.0,5.21,0.24,1504.0,66.12
3996,27.3,7.4,7.9,650.0,1.06,0.23,638.0,82.0399999999999
3997,27.3,7.6,7.8,738.0,1.05,0.23,661.0,82.0399999999999
3998,27.8,7.7,8.1,712.0,0.78,0.13,275.0,87.66
3999,28.8,7.1,7.9,715.0,1.08,0.18,273.0,87.66
4000,28.5,7.3,8.0,655.0,0.83,0.15,337.0,87.66
4001,28.0,7.6,7.9,720.0,1.5,0.23,645.0,82.0399999999999
4002,28.4,6.6,7.8,863.0,3.26,0.48,505.0,77.36
4003,29.0,7.2,7.9,732.0,1.28,0.2,783.0,82.0399999999999
4004,29.3,7.5,7.9,847.0,1.23,0.23,747.0,82.0399999999999
4005,28.9,5.1,7.5,3278.0,1.85,0.21,1085.0,76.42
4006,24.5,6.9,7.6,383.0,1.5,1.63,813.0,82.0399999999999
4007,22.0,7.0,7.6,517.0,1.67,0.27,1617.0,82.0399999999999
4008,26.8,6.5,8.1,412.0,1.0,1.0,1600.0,82.0399999999999
4009,28.0,1.6,7.8,480.0,3.03,0.85,1600.0,49.26
4010,26.5,6.6,6.9,88.0,0.68,2.6,500.0,85.08
4011,27.8,7.9,7.9,155.0,1.0,0.5,1600.0,82.58
4012,28.3,6.8,8.2,348.0,1.0,0.63,1600.0,82.0399999999999
4013,28.3,5.9,8.1,301.0,1.25,0.35,1600.0,76.42
4014,26.9,7.1,7.4,143.0,0.38,1.97,213.0,88.38
4015,32.0,7.7,7.3,162.0,1.03,0.38,453.0,88.2
4016,31.9,7.4,7.1,145.0,1.09,0.33,377.0,88.38
4017,27.3,6.9,7.4,176.0,1.53,0.27,468.0,88.2
4018,29.6,7.6,7.7,270.0,1.07,0.34,309.0,88.02
4019,27.2,6.5,7.5,421.0,1.58,0.28,620.0,82.0399999999999
4020,28.0,6.8,7.6,281.0,1.0,2.13,1600.0,82.4
4021,25.0,7.2,7.8,262.0,0.28,0.15,50.0,93.64
4022,27.0,1.1,7.8,1076.0,7.67,0.63,77.0,50.2
4023,25.0,4.5,7.6,1161.0,7.43,0.53,259.0,67.06
4024,29.0,5.6,8.0,1265.0,2.13,0.1,1693.0,76.42
4025,30.0,6.6,7.8,37.0,2.25,0.01,13.0,94.18
4026,28.0,6.8,7.1,11.0,1.65,0.07,33.0,94.18
4027,27.0,6.5,7.5,28.0,4.55,0.05,44.0,89.5
4028,28.0,7.1,8.0,49.0,1.25,0.02,7.0,94.18
4029,26.0,7.6,7.3,93.0,0.95,0.03,350.0,88.38
4030,26.0,7.4,7.0,67.0,2.45,0.13,809.0,82.94
4031,27.0,7.0,7.3,89.0,1.5,0.02,42.0,94.0
4032,29.0,5.4,7.3,75.0,1.8,0.06,2400.0,77.32
4033,28.0,6.7,7.2,95.0,1.4,0.1,22.0,94.0
4034,28.0,6.8,6.9,58.0,1.9,0.03,53.0,85.26
4035,25.0,5.6,6.8,67.0,1.9,0.06,137.0,79.64
4036,28.0,5.2,7.2,29.0,1.65,0.04,144.0,82.94
4037,26.0,6.2,7.1,146.0,2.1,0.09,2400.0,82.7599999999999
4038,31.0,3.6,7.0,29.0,2.0,0.09,170.0,71.7
4039,30.0,6.8,7.2,1370.0,2.6,0.08,110.0,87.66
4041,26.0,6.3,7.6,119.0,3.67,0.37,781.0,78.08
4042,27.0,6.4,7.6,109.0,3.4,0.42,316.0,83.7
4043,27.0,5.9,7.2,119.0,4.04,0.65,223.0,78.08
4044,25.0,5.3,7.7,109.0,3.25,0.38,296.0,78.08
4045,26.0,6.0,7.8,301.0,5.43,0.3,1050.0,77.36
4046,22.0,6.6,7.2,131.0,4.5,0.83,737.0,78.08
4047,22.0,6.8,7.2,110.0,3.9,0.49,1036.0,78.08
4048,27.0,6.7,7.6,109.0,4.13,0.28,624.0,78.08
4049,21.0,6.9,6.6,291.0,1.96,1.4,104.0,78.12
4050,29.0,6.2,6.5,1638.0,1.5,0.8,816.0,72.14
4051,28.0,7.3,6.6,36.0,0.6,0.41,1056.0,73.04
4052,28.0,6.4,6.7,41.0,1.0,0.75,1179.0,76.34
4053,28.0,5.1,6.8,52.0,1.6,0.22,1680.0,74.02
4054,28.0,6.8,6.7,183.0,1.3,0.28,1748.0,75.98
4055,27.0,6.3,6.3,115.0,0.9,0.5,2865.0,66.2599999999999
4056,28.0,7.2,6.7,455.0,1.1,0.28,753.0,75.44
4057,27.0,6.8,6.9,80.0,0.4,0.52,508.0,79.46
4058,29.0,7.7,7.2,47.0,1.0,2.0,452.0,88.56
4059,29.0,7.1,6.8,57.0,1.5,1.12,681.0,79.64
4060,29.0,6.6,6.3,148.0,1.2,0.93,935.0,66.2599999999999
4061,26.0,6.7,6.2,40.0,0.6,1.0,1100.0,66.44
4062,26.0,5.8,6.3,65.0,1.1,2.97,1200.0,60.82
4063,26.0,5.1,6.3,50.0,1.0,3.1,1600.0,60.82
4064,26.0,6.6,6.2,42.0,0.6,1.97,925.0,66.44
4065,27.0,6.6,6.4,43.0,0.7,3.13,975.0,66.44
4066,27.0,6.7,6.4,50.0,0.5,3.6,1175.0,66.44
4067,26.0,6.6,6.3,46.0,0.6,1.07,1010.0,66.44
4068,27.0,5.9,6.4,54.0,0.7,3.53,985.0,60.82
4069,27.0,7.6,6.7,55.0,0.7,4.17,1575.0,76.34
4070,27.0,6.5,6.7,72.0,0.8,2.83,775.0,76.34
4071,29.0,7.3,7.4,71.0,0.7,4.1,940.0,82.94
4072,27.0,6.3,6.7,79.0,0.7,2.03,702.0,76.16
4073,26.0,6.9,6.6,33.0,0.4,1.4,28.0,84.28
4074,27.0,6.8,6.7,46.0,0.4,1.47,150.0,81.96
4075,28.0,7.3,6.7,62.0,0.9,2.8,920.0,76.34
4076,28.0,7.6,6.6,61.0,0.5,3.4,503.0,73.04
4077,30.0,2.4,6.7,221.0,2.1,3.97,660.0,47.88
4078,27.0,7.1,6.8,89.0,1.2,0.4,1600.0,79.46
4079,27.0,6.4,6.7,110.0,0.5,0.2,3200.0,76.16
4080,27.0,3.5,6.9,105.0,0.7,0.15,800.0,62.6
4081,28.0,7.4,7.3,155.0,0.8,1.2,920.0,82.58
4082,28.0,6.8,6.9,77.0,0.9,1.8,470.0,85.08
4083,27.0,5.5,6.5,75.0,1.9,0.1,2100.0,67.42
4084,31.0,5.4,6.5,102.0,4.0,0.1,680.0,62.56
4085,30.0,4.8,6.8,90.0,1.1,0.1,1090.0,68.22
4086,28.0,5.8,6.3,87.0,0.7,0.1,1500.0,60.64
4087,27.0,7.3,6.6,57.0,0.4,0.25,883.0,73.04
4088,28.0,6.2,6.7,2497.0,0.5,0.15,1100.0,75.44
4089,27.0,7.3,6.1,45.0,0.7,0.2,1050.0,66.44
4090,27.0,7.6,6.3,39.0,0.5,0.2,2588.0,66.44
4091,25.0,7.7,6.6,31.0,0.3,0.15,1300.0,73.04
4092,28.0,5.4,5.9,595.0,0.8,0.1,1375.0,59.92
4093,28.0,7.4,6.1,30.0,0.9,0.3,1050.0,66.44
4094,28.0,6.6,5.9,37.0,0.7,0.1,1725.0,66.44
4095,28.0,6.5,6.5,1135.0,0.7,0.25,1850.0,72.14
4096,27.0,7.2,5.9,39.0,0.8,0.55,1500.0,66.44
4097,29.0,6.3,6.5,925.0,1.1,0.3,1550.0,72.14
4098,27.0,7.6,6.6,50.0,0.6,0.25,3000.0,73.04
4099,27.0,7.3,6.5,64.0,1.4,0.5,2850.0,73.04
4100,27.0,7.5,7.0,74.0,0.8,0.1,2800.0,82.94
4101,26.0,4.4,7.3,428.0,0.4,0.15,1090.0,70.8
4102,27.0,6.8,7.0,169.0,0.4,0.25,560.0,82.58
4103,29.0,1.7,6.2,181.0,3.0,0.45,2208.0,37.98
4104,29.0,3.0,6.1,80.0,2.0,0.13,1240.0,49.4
4106,32.0,7.7,8.1,266.0,1.83,1.01,3175.0,82.4
4108,26.0,7.6,8.1,233.0,1.35,1.43,3200.0,82.4
4109,26.0,7.0,7.6,593.0,0.25,1.95,1600.0,82.0399999999999
4110,25.0,7.6,6.6,118.0,1.15,0.15,180.0,78.48
4111,27.0,6.8,6.6,179.0,1.88,0.2,253.0,78.3
4112,28.0,6.8,6.7,172.0,2.14,0.19,402.0,81.6
4113,28.0,6.9,7.1,260.0,1.78,0.13,200.0,88.02
4114,27.0,7.3,6.6,94.0,1.27,0.17,150.0,78.48
4115,26.0,7.4,6.7,88.0,1.03,0.15,173.0,81.78
4116,28.0,7.2,7.2,439.0,2.28,0.14,415.0,87.66
4117,27.0,6.8,7.6,749.0,2.25,0.36,699.0,82.0399999999999
4118,26.0,6.9,7.3,252.0,4.33,1.0,858.0,77.72
4119,29.0,7.0,7.3,46.0,1.0,0.1,707.0,82.94
4120,31.0,7.0,7.3,40.0,1.0,0.1,81.0,88.56
4121,30.0,7.7,8.1,195.0,1.1,0.7,10.0,93.82
4122,23.0,8.0,8.2,572.0,0.5,0.1,26.0,93.28
4123,23.0,4.9,7.8,704.0,3.5,0.1,375.0,71.74
4124,25.0,6.4,7.9,378.0,4.1,0.94,1600.0,77.36
4125,21.0,5.4,8.0,438.0,1.7,0.4,6.0,87.66
4126,27.0,7.9,6.7,120.0,1.2,0.1,135.0,81.78
4127,26.0,6.2,7.3,135.0,1.8,0.1,113.0,88.38
4128,27.0,8.2,7.6,176.0,1.9,0.1,135.0,88.2
4129,28.0,6.6,7.4,112.0,1.2,0.1,91.0,88.38
4130,26.0,7.9,7.8,196.0,0.8,0.1,73.0,88.2
4131,29.0,9.0,8.0,269.0,1.8,0.1,155.0,88.02
4132,28.0,6.8,8.0,698.0,1.0,0.1,1600.0,82.0399999999999
4133,30.0,9.6,7.6,633.0,1.0,0.1,30.0,93.28
4134,26.0,7.0,7.8,122.0,0.65,0.1,3.0,99.62
4135,26.0,7.2,7.8,130.0,0.93,0.1,3.0,99.62
4136,25.0,6.6,8.0,151.0,0.98,0.1,6.0,93.82
4137,25.0,6.7,7.9,188.0,1.03,0.1,8.0,93.82
4138,28.0,6.1,7.7,120.0,1.36,0.1,350.0,88.38
4139,29.0,5.4,7.3,141.0,2.67,0.08,510.0,77.14
4140,28.0,5.8,7.8,161.0,2.93,0.1,588.0,76.96
4141,30.0,7.5,8.8,59.0,1.3,5.0,240.0,81.96
4142,23.0,6.8,8.0,259.0,1.0,0.1,1600.0,82.4
4143,32.0,6.3,8.1,324.0,2.2,0.4,1600.0,82.0399999999999
4144,20.0,6.5,8.1,236.0,1.5,0.3,1600.0,82.4
4145,20.0,6.5,8.2,234.0,1.1,0.2,1600.0,82.4
4146,19.0,6.4,7.8,211.0,2.1,0.3,1600.0,82.58
4147,20.0,6.5,8.1,234.0,1.9,0.3,1600.0,82.4
4148,19.0,6.4,8.1,446.0,1.8,0.3,1600.0,82.0399999999999
4149,30.0,6.4,7.3,59.0,2.9,0.1,2400.0,82.94
4150,28.0,7.6,8.1,403.0,5.3,0.4,33.0,88.6
4151,28.0,7.7,7.7,332.0,1.2,0.7,1200.0,82.0399999999999
4152,23.0,6.6,7.7,251.0,1.5,0.7,178.0,88.02
4153,25.0,5.9,7.6,947.0,2.2,1.2,323.0,82.04
4154,28.0,7.1,7.2,42.0,0.5,0.1,2.0,99.8
4155,30.0,7.3,6.8,45.0,1.7,0.1,3500.0,79.64
4156,24.4,7.2,8.0,344.0,1.8,1.2,118.0,87.66
4157,24.3,3.8,8.3,1550.0,5.2,4.1,85.0,66.12
4158,24.7,4.9,8.3,1623.0,5.9,5.8,575.0,66.12
4159,26.4,7.4,7.7,556.0,1.1,1.5,59.0,87.66
4160,23.5,6.1,7.8,377.0,1.8,0.1,35.0,93.28
4161,24.8,4.1,8.0,911.0,3.5,5.0,1600.0,66.12
4162,26.0,7.0,8.2,347.0,1.4,0.3,82.0,87.66
4163,27.3,4.0,8.3,453.0,1.7,1.3,55.0,70.8
4164,27.0,4.0,7.7,425.0,3.5,1.1,1600.0,60.5
4165,28.9,7.3,7.3,74.0,0.9,3.7,103.0,88.56
4166,25.5,6.9,6.3,35.0,0.4,3.3,975.0,66.44
4167,29.6,5.9,6.9,259.0,2.3,3.1,450.0,79.1
4168,26.3,6.6,6.3,29.0,0.3,0.9,45.0,77.68
4169,28.0,6.8,7.4,115.0,0.8,0.3,100.0,88.38
4170,28.0,7.2,6.5,40.0,0.6,0.2,1025.0,73.04
4171,26.3,7.3,7.2,83.0,0.4,0.2,190.0,88.38
4172,25.5,7.7,6.2,22.0,0.6,0.2,735.0,66.44
4173,29.0,7.6,6.5,21.0,0.6,0.1,1470.0,73.04
4174,26.0,7.7,7.2,228.0,2.4,0.1,1777.0,82.4
4175,29.5,5.9,8.9,495.0,0.7,0.1,1100.0,66.52
4176,30.2,10.1,8.9,285.0,1.2,0.5,1600.0,72.5
4177,28.9,5.8,7.4,416.0,1.4,1.3,1600.0,76.42
4178,15.7,6.9,7.0,83.0,2.6,0.1,23.0,94.0
4179,19.3,7.3,7.3,261.0,1.9,1.6,557.0,82.4
4180,27.3,7.5,8.1,314.0,3.4,0.3,5.0,94.22
4181,26.8,6.1,7.4,1892.0,4.6,0.4,17.0,88.6
4182,28.5,4.9,8.2,471.0,9.0,0.5,32.0,72.68
4183,29.0,7.2,8.2,310.0,5.0,0.5,43.0,88.6
4184,26.5,4.7,8.0,924.0,5.6,0.1,45.0,77.36
4185,28.9,7.1,8.0,548.0,4.5,0.5,24.0,88.6
4186,26.6,7.3,7.5,331.0,1.2,0.5,580.0,82.0399999999999
4188,27.6,5.9,7.9,1047.0,2.3,0.1,31.0,87.66
4189,27.3,7.2,8.0,289.0,3.0,0.2,643.0,82.4
4190,26.0,6.6,7.6,415.0,4.2,1.8,205.0,82.98
4191,27.5,7.2,7.7,410.0,1.5,0.1,210.0,87.66
4192,25.8,11.2,8.0,457.0,5.1,4.2,2400.0,77.36
4193,20.0,7.7,8.4,254.0,1.0,0.1,22.0,93.64
4194,23.4,6.8,7.5,375.0,1.5,0.7,190.0,87.66
4195,22.4,6.8,7.5,337.0,1.2,1.1,144.0,87.66
4196,26.8,6.9,7.9,493.0,1.5,1.5,133.0,87.66
4197,27.8,7.1,7.4,310.0,2.8,3.2,158.0,87.66
4198,27.4,7.6,7.7,292.0,1.5,1.0,135.0,88.02
4199,27.5,8.9,7.6,452.0,6.2,3.5,940.0,72.68
4200,27.0,6.8,7.5,216.0,2.5,1.7,130.0,88.2
4201,28.3,5.7,8.6,623.0,1.6,0.5,87.0,78.74
4202,27.8,3.2,8.5,2010.0,7.5,0.5,355.0,61.44
4203,27.5,5.8,8.7,570.0,1.3,0.3,69.0,75.44
4204,23.6,6.6,7.9,318.0,1.3,0.4,11.0,93.28
4205,21.8,5.1,7.9,555.0,1.2,0.5,9.0,87.66
4206,24.5,8.1,8.0,252.0,2.1,0.5,1600.0,82.4
4207,18.9,9.2,8.0,278.0,0.7,0.1,540.0,82.4
4208,17.5,8.6,7.9,191.0,0.3,0.1,179.0,88.2
4209,22.0,6.4,8.0,699.0,1.2,0.1,30.0,93.28
4210,25.9,6.4,8.3,226.0,2.2,0.3,1600.0,82.4
4211,17.7,5.7,7.5,430.0,1.9,2.4,500.0,82.04
4212,24.0,2.8,6.8,172.0,4.2,0.1,1590.0,46.5
4213,28.0,7.3,7.6,95.0,2.3,0.1,805.0,82.7599999999999
4214,24.0,6.4,6.7,54.0,5.6,0.1,1387.0,71.66
4215,23.5,5.9,6.9,60.0,2.0,0.1,530.0,74.02
4216,23.0,5.5,7.2,246.0,3.4,0.2,715.0,72.1
4217,23.0,6.3,7.0,93.0,2.6,0.4,790.0,82.7599999999999
4218,25.0,7.8,7.3,116.0,7.0,0.2,910.0,73.4
4219,23.7,7.8,7.2,117.0,6.1,0.1,467.0,79.02
4220,26.0,4.6,7.5,70.0,5.9,0.1,850.0,67.02
4221,30.8,7.1,7.2,94.0,1.7,0.2,545.0,82.7599999999999
4222,27.3,10.9,7.7,716.0,7.9,0.6,1205.0,72.68
4223,32.0,10.9,8.6,289.0,7.4,0.1,820.0,69.74
4224,29.7,8.3,6.4,47.0,1.5,0.1,1097.0,66.44
4225,29.8,7.5,7.5,81.0,5.0,0.1,605.0,78.08
4226,28.5,7.3,7.3,37.0,9.1,0.1,905.0,73.58
4227,29.0,6.8,7.3,81.0,7.3,0.1,727.0,73.4
4228,29.0,6.4,7.7,80.0,5.6,2.8,720.0,78.08
4229,23.5,5.9,6.9,110.0,4.1,0.2,1005.0,69.16
4230,22.0,4.5,6.6,132.0,2.1,0.1,1100.0,61.62
4231,28.5,7.8,6.9,190.0,3.1,0.1,820.0,74.6
4232,20.7,6.5,6.8,168.0,2.8,0.1,473.0,84.9
4233,28.2,5.7,6.8,215.0,1.0,0.1,20.0,84.9
4234,27.4,5.5,7.4,157.0,1.0,0.1,15.0,88.2
4235,27.9,5.7,7.3,313.0,1.0,0.1,10.0,87.66
4236,28.3,5.6,7.9,257.0,2.2,0.4,462.0,82.4
4237,29.1,5.4,7.5,146.0,2.0,0.1,490.0,82.76
4238,25.0,6.8,7.1,178.0,0.5,0.3,138.0,88.2
4239,24.0,6.8,7.0,897.0,0.8,4.2,14.0,93.28
4240,30.0,6.8,7.4,1101.0,0.8,1.8,1100.0,82.0399999999999
4241,22.0,6.8,8.0,656.0,1.0,1.5,50.0,93.28
4242,24.0,6.8,7.3,1634.0,0.45,4.4,82.0,87.66
4243,22.0,6.8,7.6,1218.0,1.0,1.3,1600.0,82.0399999999999
4244,21.0,6.8,7.6,1532.0,1.0,0.7,1600.0,82.0399999999999
4245,25.0,6.8,7.6,1197.0,1.0,3.3,70.0,87.66
4246,30.0,6.8,7.5,1128.0,1.0,1.8,1100.0,82.0399999999999
4247,25.0,6.8,7.7,2079.0,1.4,5.8,13.0,93.28
4248,31.0,6.8,7.8,458.0,1.0,3.4,670.0,82.0399999999999
4249,28.0,6.8,7.8,213.0,1.0,0.5,3.0,99.44
4250,27.0,6.8,7.1,139.0,0.7,0.1,1.0,99.62
4251,25.0,6.8,6.8,325.0,2.7,0.1,360.0,84.36
4252,23.0,6.8,6.3,230.0,3.3,0.1,181.0,66.84
4253,24.0,6.8,6.2,280.0,5.6,0.1,1.0,78.08
4254,21.0,6.8,6.7,150.0,2.0,0.25,151.0,81.78
4255,27.0,6.8,7.5,544.0,1.5,0.45,1401.0,82.0399999999999
4256,24.0,6.8,7.5,450.0,2.9,0.25,1.0,98.9
4257,25.0,6.8,6.8,926.0,2.0,1.55,360.0,84.36
4258,22.0,6.8,6.1,351.0,0.9,0.85,1.0,82.4
4259,23.0,6.8,6.9,300.0,2.3,0.1,151.0,84.72
4260,20.0,6.8,6.6,126.0,0.6,0.4,1.0,89.72
4261,20.0,6.8,7.2,446.0,1.6,0.2,1.0,98.9
4262,20.0,6.8,6.6,116.0,2.5,0.1,1.0,89.72
4263,24.0,6.8,7.2,128.0,1.0,0.35,1.0,99.62
4264,27.0,6.8,6.9,457.0,2.1,0.1,181.0,84.36
4265,27.0,6.8,6.9,2580.0,1.9,0.75,456.0,84.36
4266,26.0,6.8,6.8,1545.0,1.9,0.8,910.0,78.74
4267,23.0,6.8,7.6,252.0,2.6,0.1,1.0,99.2599999999999
4268,26.0,6.8,7.7,445.0,0.6,0.2,751.0,82.0399999999999
4269,27.0,6.8,6.7,129.0,1.7,0.85,151.0,81.78
4270,28.0,6.8,7.0,466.0,1.2,0.1,1.0,98.9
4271,29.0,6.8,6.5,419.0,0.6,0.1,1.0,89.0
4272,24.0,6.8,7.1,444.0,0.8,0.5,181.0,87.66
4273,25.0,6.8,7.0,1221.0,1.3,0.1,635.0,82.0399999999999
4274,20.0,6.8,6.5,121.0,1.0,0.1,1.0,89.72
4275,19.0,6.8,7.2,175.0,1.8,0.1,1.0,99.44
4276,18.0,6.8,7.1,328.0,1.6,0.1,456.0,87.66
4277,19.0,6.8,7.5,2395.0,3.9,0.1,545.0,77.36
4278,20.0,6.8,6.7,424.0,1.6,0.1,10.0,86.68
4279,20.0,6.8,6.5,594.0,1.7,0.1,13.0,83.38
4280,28.0,6.8,7.0,115.0,1.0,0.1,1600.0,82.7599999999999
4281,21.0,6.8,6.7,20.0,1.0,0.1,1600.0,76.34
4282,28.0,6.8,6.5,557.0,1.0,0.1,1600.0,72.14
4283,29.0,6.8,7.1,367.0,1.0,0.1,30.0,93.28
4284,27.0,6.8,7.3,523.0,1.0,0.3,0.0,98.9
4285,27.0,6.8,7.5,302.0,1.0,0.05,0.0,98.9
4286,27.0,6.8,6.1,162.0,1.0,0.02,0.0,82.94
4287,27.0,6.8,7.0,58.0,1.0,0.1,0.0,99.8
4288,27.0,6.8,6.5,90.0,1.0,0.01,0.0,89.72
4289,27.0,6.8,6.5,147.0,1.0,0.1,0.0,89.72
4290,27.0,6.8,7.0,148.0,1.0,0.1,0.0,99.62
4291,28.0,6.8,7.5,450.0,2.1,0.1,16.0,93.28
4292,27.0,6.8,7.2,380.0,1.5,0.1,17.0,93.28
4293,18.0,6.8,7.2,965.0,2.2,0.85,1600.0,82.0399999999999
4294,30.0,6.8,7.5,1489.0,1.0,0.85,1600.0,82.0399999999999
4295,24.0,6.8,7.8,924.0,1.1,5.3,11.0,93.28
4296,28.0,6.8,7.6,2650.0,1.0,2.9,1600.0,82.0399999999999
4297,28.0,6.8,7.6,1250.0,1.0,2.7,1600.0,82.0399999999999
4298,28.0,6.8,8.0,2490.0,1.0,1.2,1600.0,82.0399999999999
4299,28.0,6.8,7.3,948.0,1.0,4.3,1600.0,82.0399999999999
4300,28.0,6.8,7.6,2295.0,1.4,2.9,12.0,93.28
4301,27.0,6.8,7.9,1216.0,1.0,0.1,11.0,93.28
4302,24.0,6.8,7.3,406.0,1.0,0.1,10.0,93.28
4303,23.0,6.8,7.9,635.0,1.0,0.1,1600.0,82.0399999999999
4304,26.0,6.8,7.9,1014.0,1.0,0.1,1600.0,82.0399999999999
4305,26.0,6.8,8.1,473.0,1.0,0.1,1600.0,82.0399999999999
4306,26.0,6.8,8.5,1408.0,1.0,0.1,1600.0,82.0399999999999
4307,24.0,6.8,6.7,950.0,0.2,0.1,110.0,81.06
4308,29.0,6.8,7.2,1114.0,1.0,0.1,1600.0,82.0399999999999
4309,18.0,6.8,5.9,251.0,0.1,0.1,257.0,71.52
4310,16.0,6.8,7.8,293.0,1.0,0.1,1600.0,82.4
4311,21.0,6.8,7.8,554.0,1.0,0.1,1600.0,82.0399999999999
4312,25.0,6.8,7.3,507.0,1.0,0.1,1600.0,82.0399999999999
4313,26.0,6.8,7.4,472.0,1.0,0.1,1600.0,82.0399999999999
4314,27.0,6.8,7.3,1474.0,1.0,0.1,1600.0,82.0399999999999
4315,26.0,6.8,7.4,597.0,1.0,0.1,10.0,93.28
4316,24.0,6.8,7.2,642.0,1.0,0.1,12.0,93.28
4317,26.0,6.8,7.9,720.0,1.0,0.1,1600.0,82.0399999999999
4318,26.0,6.8,7.9,640.0,1.0,0.1,1600.0,82.0399999999999
4319,28.0,6.8,8.0,59.0,1.0,0.1,1600.0,82.94
4320,28.0,6.8,7.2,1300.0,1.0,1.7,1600.0,82.0399999999999
4321,28.0,6.8,7.2,550.0,1.0,2.1,1600.0,82.0399999999999
